order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,year,month,day,sell_price,revenue,cost,profit,discount
4085,2022-01-06,First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003291,10,10,3,0.0591,2022,1,6,9.408999999999999,28.226999999999997,30,-1.7730000000000032,1.6682156999999997
4086,2022-10-13,Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,TEC-PH-10002275,260,300,2,0.0394,2022,10,13,288.18,576.36,520,56.360000000000014,22.708584
4087,2023-01-18,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10003291,20,20,3,0.0591,2023,1,18,18.817999999999998,56.45399999999999,60,-3.5460000000000065,3.3364313999999995
4088,2023-07-31,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10000343,10,10,3,0.0985,2023,7,31,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
4089,2022-04-17,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,FUR-BO-10000711,590,640,9,0.0394,2022,4,17,614.784,5533.056,5310,223.05599999999959,218.00240639999998
4090,2022-06-20,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001297,20,20,2,0.0394,2022,6,20,19.212,38.424,40,-1.5760000000000005,1.5139056
4091,2023-07-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,0.0788,2023,7,23,9.212,27.636,30,-2.3640000000000008,2.1777168
4092,2022-08-09,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003305,10,10,3,0.0394,2022,8,9,9.606,28.817999999999998,30,-1.1820000000000022,1.1354292
4093,2022-12-05,First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,OFF-ST-10002574,200,220,2,0.0788,2022,12,5,202.66400000000002,405.32800000000003,400,5.328000000000031,31.9398464
4094,2023-09-09,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,TEC-MA-10000864,2770,3080,7,0.0394,2023,9,9,2958.648,20710.536,19390,1320.536,815.9951183999999
4095,2022-10-28,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,TEC-AC-10003289,70,80,4,0.0394,2022,10,28,76.848,307.392,280,27.391999999999996,12.1112448
4096,2022-05-10,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10001619,530,590,3,0.0394,2022,5,10,566.754,1700.2620000000002,1590,110.26200000000017,66.9903228
4097,2022-05-21,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10004888,20,30,5,0.0591,2022,5,21,28.227,141.135,100,41.13499999999999,8.3410785
4098,2023-02-22,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10000736,350,400,5,0.0788,2023,2,22,368.48,1842.4,1750,92.40000000000009,145.18112
4099,2023-02-27,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10001120,8410,9450,5,0.0394,2023,2,27,9077.67,45388.35,42050,3338.3499999999985,1788.3009899999997
4100,2023-12-05,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10000301,10,10,2,0.0394,2023,12,5,9.606,19.212,20,-0.7880000000000003,0.7569528
4101,2023-04-18,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10004655,0,0,1,0.0591,2023,4,18,0.0,0.0,0,0.0,0.0
4102,2022-02-05,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002906,0,0,1,0.0394,2022,2,5,0.0,0.0,0,0.0,0.0
4103,2022-01-12,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000740,130,150,8,0.0788,2022,1,12,138.18,1105.44,1040,65.44000000000005,87.108672
4104,2023-02-03,Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,FUR-FU-10001940,20,20,2,0.0591,2023,2,3,18.817999999999998,37.635999999999996,40,-2.3640000000000043,2.2242876
4105,2022-03-04,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10000439,140,160,5,0.0788,2022,3,4,147.392,736.96,700,36.960000000000036,58.072448
4106,2023-05-07,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10000404,10,10,2,0.0591,2023,5,7,9.408999999999999,18.817999999999998,20,-1.1820000000000022,1.1121438
4107,2023-11-11,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10003676,0,0,2,0.0394,2023,11,11,0.0,0.0,0,0.0,0.0
4108,2022-10-25,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002486,10,10,2,0.0985,2022,10,25,9.015,18.03,20,-1.9699999999999989,1.7759550000000002
4109,2022-10-17,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10003837,20,30,3,0.0591,2022,10,17,28.227,84.681,60,24.680999999999997,5.0046471
4110,2022-01-20,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002923,60,70,2,0.0394,2022,1,20,67.242,134.484,120,14.484000000000009,5.2986696
4111,2023-07-01,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,FUR-BO-10004360,130,160,1,0.0394,2023,7,1,153.696,153.696,130,23.695999999999998,6.0556224
4112,2022-03-06,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10002160,20,20,3,0.0394,2022,3,6,19.212,57.635999999999996,60,-2.3640000000000043,2.2708584
4113,2023-04-24,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10002375,0,0,1,0.0591,2023,4,24,0.0,0.0,0,0.0,0.0
4114,2022-06-15,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000443,10,10,3,0.0985,2022,6,15,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
4115,2022-08-28,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10001750,140,160,3,0.0394,2022,8,28,153.696,461.08799999999997,420,41.087999999999965,18.1668672
4116,2023-06-19,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004632,1150,1220,5,0.0788,2023,6,19,1123.864,5619.32,5750,-130.6800000000003,442.80241599999994
4117,2022-02-19,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002813,0,0,2,0.0591,2022,2,19,0.0,0.0,0,0.0,0.0
4118,2022-04-09,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002005,20,20,3,0.0985,2022,4,9,18.03,54.09,60,-5.909999999999997,5.327865000000001
4119,2022-12-18,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10000060,370,450,7,0.0394,2022,12,18,432.27,3025.89,2590,435.8899999999999,119.22006599999999
4120,2023-10-13,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002706,80,90,8,0.0591,2023,10,13,84.681,677.448,640,37.44799999999998,40.0371768
4121,2022-01-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10000199,20,20,4,0.0591,2022,1,22,18.817999999999998,75.27199999999999,80,-4.728000000000009,4.4485752
4122,2022-01-06,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002870,40,40,6,0.0591,2022,1,6,37.635999999999996,225.81599999999997,240,-14.184000000000026,13.345725599999998
4123,2023-11-03,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004545,40,40,3,0.0394,2023,11,3,38.424,115.27199999999999,120,-4.728000000000009,4.5417168
4124,2023-02-09,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10000962,30,30,2,0.0394,2023,2,9,28.818,57.636,60,-2.363999999999997,2.2708584
4125,2022-01-06,Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10004249,40,40,3,0.0394,2022,1,6,38.424,115.27199999999999,120,-4.728000000000009,4.5417168
4126,2023-08-01,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001602,80,90,3,0.0985,2023,8,1,81.13499999999999,243.40499999999997,240,3.4049999999999727,23.975392499999998
4127,2022-06-24,First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,OFF-AR-10003179,50,50,6,0.0788,2022,6,24,46.06,276.36,300,-23.639999999999986,21.777168
4128,2023-07-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003722,60,70,6,0.0394,2023,7,12,67.242,403.452,360,43.452,15.896008799999999
4129,2022-06-07,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,TEC-MA-10001127,2310,2620,3,0.0591,2022,6,7,2465.158,7395.474,6930,465.47400000000016,437.0725134
4130,2023-11-06,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,OFF-AP-10001947,60,70,4,0.0591,2023,11,6,65.863,263.452,240,23.451999999999998,15.5700132
4131,2023-09-05,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10001107,10,10,5,0.0788,2023,9,5,9.212,46.06,50,-3.9399999999999977,3.629528
4132,2022-12-07,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10000349,10,10,3,0.0788,2022,12,7,9.212,27.636,30,-2.3640000000000008,2.1777168
4133,2022-12-11,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10003349,20,20,3,0.0394,2022,12,11,19.212,57.635999999999996,60,-2.3640000000000043,2.2708584
4134,2022-02-24,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,OFF-FA-10002280,50,50,9,0.0788,2022,2,24,46.06,414.54,450,-35.45999999999998,32.665752
4135,2023-12-21,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,TEC-MA-10000029,190,210,3,0.0591,2023,12,21,197.589,592.767,570,22.767000000000053,35.032529700000005
4136,2022-02-18,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002854,90,110,5,0.0985,2022,2,18,99.16499999999999,495.82499999999993,450,45.82499999999993,48.838762499999994
4137,2022-08-08,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10003716,1500,1580,7,0.0591,2022,8,8,1486.6219999999998,10406.354,10500,-93.64600000000064,615.0155214
4138,2023-05-08,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,OFF-FA-10000624,30,30,7,0.0788,2023,5,8,27.636,193.452,210,-16.548000000000002,15.2440176
4139,2023-06-06,First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,OFF-BI-10004654,10,10,6,0.0788,2023,6,6,9.212,55.272,60,-4.7280000000000015,4.3554336
4140,2023-11-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10001228,30,40,3,0.0591,2023,11,30,37.635999999999996,112.90799999999999,90,22.907999999999987,6.672862799999999
4141,2023-05-28,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003798,80,80,5,0.0394,2023,5,28,76.848,384.24,400,-15.759999999999991,15.139056
4142,2022-01-28,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,OFF-LA-10003148,20,20,3,0.0394,2022,1,28,19.212,57.635999999999996,60,-2.3640000000000043,2.2708584
4143,2023-06-09,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10001249,50,60,9,0.0788,2023,6,9,55.272,497.448,450,47.44799999999998,39.198902399999994
4144,2022-12-08,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10003759,10,10,7,0.0394,2022,12,8,9.606,67.242,70,-2.7579999999999956,2.6493348
4145,2022-01-03,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10001227,10,10,3,0.0985,2022,1,3,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
4146,2022-12-24,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10000863,100,120,1,0.0985,2022,12,24,108.17999999999999,108.17999999999999,100,8.179999999999993,10.65573
4147,2023-11-15,Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,FUR-FU-10004017,280,320,3,0.0394,2023,11,15,307.392,922.1759999999999,840,82.17599999999993,36.3337344
4148,2023-05-29,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10000962,10,10,3,0.0985,2023,5,29,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
4149,2022-07-15,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10004507,10,10,1,0.0591,2022,7,15,9.408999999999999,9.408999999999999,10,-0.5910000000000011,0.5560719
4150,2023-02-27,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,TEC-AC-10002942,50,60,1,0.0394,2023,2,27,57.636,57.636,50,7.636000000000003,2.2708584
4151,2023-08-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10002344,240,260,4,0.0591,2023,8,24,244.634,978.536,960,18.535999999999945,57.8314776
4152,2023-08-10,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002475,30,30,5,0.0591,2023,8,10,28.227,141.135,150,-8.865000000000009,8.3410785
4153,2022-02-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003072,20,20,3,0.0788,2022,2,4,18.424,55.272,60,-4.7280000000000015,4.3554336
4154,2023-12-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10001509,0,0,3,0.0394,2023,12,11,0.0,0.0,0,0.0,0.0
4155,2022-11-09,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10004781,30,40,4,0.0985,2022,11,9,36.06,144.24,120,24.24000000000001,14.207640000000001
4156,2022-06-24,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10000145,0,0,3,0.0788,2022,6,24,0.0,0.0,0,0.0,0.0
4157,2022-03-30,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10003280,40,50,2,0.0591,2022,3,30,47.044999999999995,94.08999999999999,80,14.08999999999999,5.560719
4158,2023-12-07,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10001107,30,30,6,0.0394,2023,12,7,28.818,172.90800000000002,180,-7.0919999999999845,6.8125752
4159,2023-06-08,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10000533,20,20,3,0.0394,2023,6,8,19.212,57.635999999999996,60,-2.3640000000000043,2.2708584
4160,2022-03-21,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,OFF-AR-10003056,10,10,3,0.0591,2022,3,21,9.408999999999999,28.226999999999997,30,-1.7730000000000032,1.6682156999999997
4161,2022-12-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,480,540,3,0.0985,2022,12,19,486.81,1460.43,1440,20.430000000000064,143.85235500000002
4162,2022-05-09,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10002214,20,20,2,0.0394,2022,5,9,19.212,38.424,40,-1.5760000000000005,1.5139056
4163,2022-05-26,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,OFF-LA-10004484,20,20,4,0.0591,2022,5,26,18.817999999999998,75.27199999999999,80,-4.728000000000009,4.4485752
4164,2022-08-20,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,OFF-BI-10003091,570,670,3,0.0985,2022,8,20,604.005,1812.0149999999999,1710,102.01499999999987,178.4834775
4165,2022-12-19,First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003027,140,170,7,0.0591,2022,12,19,159.953,1119.671,980,139.67100000000005,66.17255610000001
4166,2022-10-12,First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10003638,160,170,9,0.0985,2022,10,12,153.255,1379.295,1440,-60.70499999999993,135.86055750000003
4167,2022-12-14,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,OFF-PA-10003848,20,20,3,0.0591,2022,12,14,18.817999999999998,56.45399999999999,60,-3.5460000000000065,3.3364313999999995
4168,2022-02-17,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10002352,30,30,4,0.0394,2022,2,17,28.818,115.272,120,-4.727999999999994,4.5417168
4169,2023-11-23,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10000229,400,430,2,0.0394,2023,11,23,413.058,826.116,800,26.115999999999985,32.548970399999995
4170,2022-11-09,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10000788,30,30,6,0.0985,2022,11,9,27.044999999999998,162.26999999999998,180,-17.730000000000018,15.983595
4171,2023-01-07,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10002968,40,50,3,0.0591,2023,1,7,47.044999999999995,141.135,120,21.13499999999999,8.3410785
4172,2023-03-20,Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,OFF-ST-10002486,50,50,7,0.0591,2023,3,20,47.044999999999995,329.31499999999994,350,-20.68500000000006,19.462516499999996
4173,2022-06-19,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10002215,10,10,2,0.0394,2022,6,19,9.606,19.212,20,-0.7880000000000003,0.7569528
4174,2022-10-24,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000788,10,10,2,0.0985,2022,10,24,9.015,18.03,20,-1.9699999999999989,1.7759550000000002
4175,2022-09-18,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10003364,50,60,2,0.0788,2022,9,18,55.272,110.544,100,10.543999999999997,8.7108672
4176,2023-05-25,First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,OFF-AR-10003582,50,60,2,0.0394,2023,5,25,57.636,115.272,100,15.272000000000006,4.5417168
4177,2023-01-31,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10003273,540,630,5,0.0591,2023,1,31,592.7669999999999,2963.8349999999996,2700,263.8349999999996,175.16264849999996
4178,2023-05-26,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000100,100,120,3,0.0788,2023,5,26,110.544,331.632,300,31.632000000000005,26.132601599999997
4179,2023-10-17,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001776,40,50,5,0.0591,2023,10,17,47.044999999999995,235.22499999999997,200,35.224999999999966,13.901797499999997
4180,2022-07-29,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004182,10,10,9,0.0591,2022,7,29,9.408999999999999,84.68099999999998,90,-5.319000000000017,5.004647099999999
4181,2022-12-25,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000756,0,0,5,0.0788,2022,12,25,0.0,0.0,0,0.0,0.0
4182,2022-06-21,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001539,260,320,4,0.0591,2022,6,21,301.08799999999997,1204.3519999999999,1040,164.35199999999986,71.1772032
4183,2023-06-08,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002377,20,20,3,0.0591,2023,6,8,18.817999999999998,56.45399999999999,60,-3.5460000000000065,3.3364313999999995
4184,2022-04-25,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000991,290,340,3,0.0985,2022,4,25,306.51,919.53,870,49.52999999999997,90.573705
4185,2022-04-10,First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,FUR-BO-10002853,70,80,1,0.0394,2022,4,10,76.848,76.848,70,6.847999999999999,3.0278112
4186,2023-10-27,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,TEC-AC-10004510,90,100,6,0.0985,2023,10,27,90.14999999999999,540.9,540,0.8999999999999773,53.27865
4187,2022-08-11,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10003712,10,10,7,0.0788,2022,8,11,9.212,64.484,70,-5.516000000000005,5.0813391999999995
4188,2023-12-18,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10002571,0,0,1,0.0788,2023,12,18,0.0,0.0,0,0.0,0.0
4189,2023-02-10,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,OFF-ST-10004835,10,10,2,0.0394,2023,2,10,9.606,19.212,20,-0.7880000000000003,0.7569528
4190,2022-04-19,Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,OFF-PA-10004022,10,10,1,0.0394,2022,4,19,9.606,9.606,10,-0.39400000000000013,0.3784764
4191,2022-11-29,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,TEC-CO-10004722,9240,10500,3,0.0985,2022,11,29,9465.75,28397.25,27720,677.25,2797.129125
4192,2022-08-15,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10004248,20,20,5,0.0788,2022,8,15,18.424,92.12,100,-7.8799999999999955,7.259056
4193,2022-05-20,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,FUR-TA-10000577,630,700,2,0.0985,2022,5,20,631.05,1262.1,1260,2.099999999999909,124.31685
4194,2022-04-13,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,TEC-PH-10001254,270,300,3,0.0394,2022,4,13,288.18,864.54,810,54.539999999999964,34.062875999999996
4195,2023-08-03,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,OFF-AR-10001044,50,50,2,0.0394,2023,8,3,48.03,96.06,100,-3.9399999999999977,3.784764
4196,2023-03-19,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10002597,20,20,5,0.0394,2023,3,19,19.212,96.06,100,-3.9399999999999977,3.784764
4197,2023-06-12,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,20,20,3,0.0788,2023,6,12,18.424,55.272,60,-4.7280000000000015,4.3554336
4198,2022-12-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10000179,350,390,4,0.0394,2022,12,6,374.634,1498.536,1400,98.53600000000006,59.0423184
4199,2022-07-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001072,20,20,4,0.0591,2022,7,15,18.817999999999998,75.27199999999999,80,-4.728000000000009,4.4485752
4200,2022-01-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,10,10,1,0.0394,2022,1,29,9.606,9.606,10,-0.39400000000000013,0.3784764
4201,2022-11-19,Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10002095,660,800,2,0.0985,2022,11,19,721.1999999999999,1442.3999999999999,1320,122.39999999999986,142.0764
4202,2022-03-03,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002713,40,40,6,0.0788,2022,3,3,36.848,221.088,240,-18.912000000000006,17.4217344
4203,2022-06-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002254,170,180,7,0.0591,2022,6,29,169.362,1185.5339999999999,1190,-4.466000000000122,70.0650594
4204,2023-02-09,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,OFF-AR-10001683,40,50,5,0.0788,2023,2,9,46.06,230.3,200,30.30000000000001,18.14764
4205,2022-02-24,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,OFF-PA-10002195,10,10,2,0.0985,2022,2,24,9.015,18.03,20,-1.9699999999999989,1.7759550000000002
4206,2022-04-11,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10002364,10,10,2,0.0788,2022,4,11,9.212,18.424,20,-1.5760000000000005,1.4518111999999999
4207,2023-03-22,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,OFF-BI-10004001,30,30,2,0.0591,2023,3,22,28.227,56.454,60,-3.5459999999999994,3.3364314
4208,2023-06-02,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10000023,20,20,3,0.0591,2023,6,2,18.817999999999998,56.45399999999999,60,-3.5460000000000065,3.3364313999999995
4209,2023-02-13,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,FUR-CH-10002320,1470,1600,5,0.0985,2023,2,13,1442.3999999999999,7211.999999999999,7350,-138.0000000000009,710.382
4210,2022-10-12,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,FUR-TA-10003238,360,390,1,0.0788,2022,10,12,359.26800000000003,359.26800000000003,360,-0.7319999999999709,28.3103184
4211,2023-11-13,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10004965,20,20,2,0.0788,2023,11,13,18.424,36.848,40,-3.152000000000001,2.9036223999999997
4212,2023-11-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10003016,10,10,3,0.0985,2023,11,8,9.015,27.045,30,-2.9549999999999983,2.6639325000000005
4213,2023-03-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10003651,10,10,2,0.0394,2023,3,8,9.606,19.212,20,-0.7880000000000003,0.7569528
4214,2022-01-02,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10001363,20,20,2,0.0394,2022,1,2,19.212,38.424,40,-1.5760000000000005,1.5139056
4215,2023-10-05,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,OFF-BI-10003876,120,130,3,0.0985,2023,10,5,117.195,351.585,360,-8.41500000000002,34.6311225
